YEAR;MO;DY;HR;T2M
2018;6;25;23;9.65
2018;6;26;0;9.55
2018;6;26;1;8.88
2018;6;26;2;8.26
2018;6;26;3;8.55
2018;6;26;4;8.82
2018;6;26;5;9.48
2018;6;26;6;10.36
2018;6;26;7;11.23
2018;6;26;8;11.95
2018;6;26;9;12.82
2018;6;26;10;13.88
2018;6;26;11;15.11
2018;6;26;12;15.57
2018;6;26;13;15.32
2018;6;26;14;14.81
2018;6;26;15;14.16
2018;6;26;16;13.56
2018;6;26;17;12.91
2018;6;26;18;12.08
2018;6;26;19;11.35
2018;6;26;20;10.94
2018;6;26;21;10.7
2018;6;26;22;10.5
2018;6;26;23;10.36
2018;6;27;0;10.26
2018;6;27;1;10.15
2018;6;27;2;10.05
2018;6;27;3;9.99
2018;6;27;4;9.98
2018;6;27;5;10.21
2018;6;27;6;10.59
2018;6;27;7;11.07
2018;6;27;8;11.41
2018;6;27;9;11.78
2018;6;27;10;12.23
2018;6;27;11;12.51
2018;6;27;12;12.57
2018;6;27;13;12.63
2018;6;27;14;12.56
2018;6;27;15;12.69
2018;6;27;16;12.25
2018;6;27;17;11.87
2018;6;27;18;11.45
2018;6;27;19;11.1
2018;6;27;20;11.05
2018;6;27;21;11.02
2018;6;27;22;11.01
2018;6;27;23;10.99
2018;6;28;0;10.91
2018;6;28;1;10.8
2018;6;28;2;10.68
2018;6;28;3;10.58
2018;6;28;4;10.49
2018;6;28;5;10.69
2018;6;28;6;11.25
2018;6;28;7;12.17
2018;6;28;8;13.78
2018;6;28;9;15.33
2018;6;28;10;16.73
2018;6;28;11;17.85
2018;6;28;12;18.62
2018;6;28;13;18.75
2018;6;28;14;18.5
2018;6;28;15;18.12
2018;6;28;16;17.25
2018;6;28;17;16.05
2018;6;28;18;14.78
2018;6;28;19;13.15
2018;6;28;20;12.37
2018;6;28;21;11.84
2018;6;28;22;11.48
2018;6;28;23;11.06
2018;6;29;0;10.55
2018;6;29;1;10.19
2018;6;29;2;9.96
2018;6;29;3;9.89
2018;6;29;4;10.37
2018;6;29;5;11.83
2018;6;29;6;13.19
2018;6;29;7;14.73
2018;6;29;8;16.33
2018;6;29;9;17.73
2018;6;29;10;17.87
2018;6;29;11;17.84
2018;6;29;12;17.53
2018;6;29;13;17.63
2018;6;29;14;18.19
2018;6;29;15;18.39
2018;6;29;16;17.97
2018;6;29;17;17.11
2018;6;29;18;16.05
2018;6;29;19;15.3
2018;6;29;20;15.53
2018;6;29;21;15.02
2018;6;29;22;14.58
2018;6;29;23;13.95
2018;6;30;0;13.98
2018;6;30;1;14.46
2018;6;30;2;14.72
2018;6;30;3;14.44
2018;6;30;4;14.26
2018;6;30;5;15.15
2018;6;30;6;16.16
2018;6;30;7;17.26
2018;6;30;8;18.65
2018;6;30;9;20.26
2018;6;30;10;21.15
2018;6;30;11;21.61
2018;6;30;12;22.11
2018;6;30;13;22.48
2018;6;30;14;22.53
2018;6;30;15;22.15
2018;6;30;16;21.47
2018;6;30;17;20.36
2018;6;30;18;18.38
2018;6;30;19;15.46
2018;6;30;20;14.44
2018;6;30;21;14.13
2018;6;30;22;13.25
2018;6;30;23;12.46
2018;7;1;0;11.77
2018;7;1;1;11.28
2018;7;1;2;10.47
2018;7;1;3;9.66
2018;7;1;4;10.09
2018;7;1;5;12.03
2018;7;1;6;12.63
2018;7;1;7;13.95
2018;7;1;8;15.38
2018;7;1;9;15.88
2018;7;1;10;15.66
2018;7;1;11;15.8
2018;7;1;12;17.19
2018;7;1;13;18.52
2018;7;1;14;18.93
2018;7;1;15;17.62
2018;7;1;16;16.54
2018;7;1;17;15.65
2018;7;1;18;14.58
2018;7;1;19;13.3
2018;7;1;20;12.7
2018;7;1;21;12.31
2018;7;1;22;11.77
2018;7;1;23;11.44
2018;7;2;0;11.33
2018;7;2;1;11.26
2018;7;2;2;11.26
2018;7;2;3;11.23
2018;7;2;4;11.23
2018;7;2;5;11.86
2018;7;2;6;12.73
2018;7;2;7;14.04
2018;7;2;8;16.15
2018;7;2;9;18.23
2018;7;2;10;20.49
2018;7;2;11;23.12
2018;7;2;12;24.29
2018;7;2;13;24.74
2018;7;2;14;24.81
2018;7;2;15;24.37
2018;7;2;16;24.79
2018;7;2;17;23.64
2018;7;2;18;22.13
2018;7;2;19;20.55
2018;7;2;20;19.16
2018;7;2;21;17.69
2018;7;2;22;16.38
2018;7;2;23;15.51
2018;7;3;0;14.99
2018;7;3;1;14.72
2018;7;3;2;14.73
2018;7;3;3;15.16
2018;7;3;4;15.54
2018;7;3;5;17.08
2018;7;3;6;18.83
2018;7;3;7;21.08
2018;7;3;8;23
2018;7;3;9;24.25
2018;7;3;10;25.18
2018;7;3;11;25.86
2018;7;3;12;26.19
2018;7;3;13;26.01
2018;7;3;14;25.41
2018;7;3;15;24.83
2018;7;3;16;24.04
2018;7;3;17;22.84
2018;7;3;18;21.07
2018;7;3;19;18.94
2018;7;3;20;18.29
2018;7;3;21;17.78
2018;7;3;22;17.12
2018;7;3;23;16.74
2018;7;4;0;16.43
2018;7;4;1;16.26
2018;7;4;2;16.18
2018;7;4;3;15.98
2018;7;4;4;15.95
2018;7;4;5;17.37
2018;7;4;6;20.47
2018;7;4;7;22.81
2018;7;4;8;22.99
2018;7;4;9;23.84
2018;7;4;10;24.4
2018;7;4;11;24.42
2018;7;4;12;23.58
2018;7;4;13;21.49
2018;7;4;14;20.12
2018;7;4;15;19.65
2018;7;4;16;19.58
2018;7;4;17;19.33
2018;7;4;18;18.63
2018;7;4;19;16.84
2018;7;4;20;16.26
2018;7;4;21;15.93
2018;7;4;22;15.33
2018;7;4;23;14.76
2018;7;5;0;14.44
2018;7;5;1;14.09
2018;7;5;2;13.75
2018;7;5;3;13.37
2018;7;5;4;13.44
2018;7;5;5;15.42
2018;7;5;6;17.51
2018;7;5;7;19.99
2018;7;5;8;21.65
2018;7;5;9;22.9
2018;7;5;10;23.98
2018;7;5;11;24.81
2018;7;5;12;25.4
2018;7;5;13;25.68
2018;7;5;14;25.66
2018;7;5;15;25.36
2018;7;5;16;25.01
2018;7;5;17;25.74
2018;7;5;18;22.66
2018;7;5;19;20.62
2018;7;5;20;19.77
2018;7;5;21;19.23
2018;7;5;22;18.4
2018;7;5;23;17.37
2018;7;6;0;16.27
2018;7;6;1;15.29
2018;7;6;2;14.68
2018;7;6;3;14.24
2018;7;6;4;14.42
2018;7;6;5;16.89
2018;7;6;6;19.01
2018;7;6;7;21.29
2018;7;6;8;22.44
2018;7;6;9;23.3
2018;7;6;10;23.98
2018;7;6;11;24.41
2018;7;6;12;24.84
2018;7;6;13;24.97
2018;7;6;14;24.44
2018;7;6;15;23.79
2018;7;6;16;22.99
2018;7;6;17;21.73
2018;7;6;18;19.81
2018;7;6;19;17.77
2018;7;6;20;16.98
2018;7;6;21;16.35
2018;7;6;22;15.95
2018;7;6;23;15.62
2018;7;7;0;15.25
2018;7;7;1;14.87
2018;7;7;2;14.62
2018;7;7;3;14.35
2018;7;7;4;14.32
2018;7;7;5;15.03
2018;7;7;6;15.63
2018;7;7;7;16.51
2018;7;7;8;17.87
2018;7;7;9;19.19
2018;7;7;10;19.42
2018;7;7;11;19.37
2018;7;7;12;19.51
2018;7;7;13;19.32
2018;7;7;14;18.94
2018;7;7;15;18.3
2018;7;7;16;17.81
2018;7;7;17;17.09
2018;7;7;18;16.07
2018;7;7;19;14.87
2018;7;7;20;14.32
2018;7;7;21;13.96
2018;7;7;22;13.51
2018;7;7;23;13.13
2018;7;8;0;12.69
2018;7;8;1;12.56
2018;7;8;2;12.4
2018;7;8;3;11.91
2018;7;8;4;11.59
2018;7;8;5;12.72
2018;7;8;6;14.92
2018;7;8;7;16.62
2018;7;8;8;18.12
2018;7;8;9;19.03
2018;7;8;10;19.69
2018;7;8;11;20.29
2018;7;8;12;20.08
2018;7;8;13;19.76
2018;7;8;14;19.24
2018;7;8;15;18.85
2018;7;8;16;18.54
2018;7;8;17;17.71
2018;7;8;18;16.18
2018;7;8;19;14.01
2018;7;8;20;13.35
2018;7;8;21;13.31
2018;7;8;22;13.38
2018;7;8;23;12.72
2018;7;9;0;11.82
2018;7;9;1;11.23
2018;7;9;2;10.91
2018;7;9;3;10.68
2018;7;9;4;10.73
2018;7;9;5;12.15
2018;7;9;6;13.98
2018;7;9;7;15.83
2018;7;9;8;16.79
2018;7;9;9;16.72
2018;7;9;10;16.29
2018;7;9;11;16.1
2018;7;9;12;16.11
2018;7;9;13;16.01
2018;7;9;14;15.48
2018;7;9;15;14.94
2018;7;9;16;14.53
2018;7;9;17;14.14
2018;7;9;18;13.58
2018;7;9;19;12.68
2018;7;9;20;12.34
2018;7;9;21;11.91
2018;7;9;22;11.76
2018;7;9;23;11.72
2018;7;10;0;11.66
2018;7;10;1;11.48
2018;7;10;2;11.22
2018;7;10;3;10.93
2018;7;10;4;11.07
2018;7;10;5;12.95
2018;7;10;6;14.64
2018;7;10;7;15.64
2018;7;10;8;17.22
2018;7;10;9;18.57
2018;7;10;10;19.8
2018;7;10;11;20.86
2018;7;10;12;21.56
2018;7;10;13;21.82
2018;7;10;14;21.79
2018;7;10;15;21.46
2018;7;10;16;20.96
2018;7;10;17;20.12
2018;7;10;18;18.39
2018;7;10;19;16.37
2018;7;10;20;15.69
2018;7;10;21;15.2
2018;7;10;22;14.35
2018;7;10;23;13.52
2018;7;11;0;12.91
2018;7;11;1;12.48
2018;7;11;2;12.18
2018;7;11;3;11.87
2018;7;11;4;11.98
2018;7;11;5;14.8
2018;7;11;6;17.16
2018;7;11;7;19.96
2018;7;11;8;21.67
2018;7;11;9;22.98
2018;7;11;10;24.01
2018;7;11;11;24.78
2018;7;11;12;25.23
2018;7;11;13;25.24
2018;7;11;14;24.87
2018;7;11;15;24.38
2018;7;11;16;24.88
2018;7;11;17;23.43
2018;7;11;18;21.08
2018;7;11;19;19.37
2018;7;11;20;18.29
2018;7;11;21;17.44
2018;7;11;22;16.8
2018;7;11;23;16.35
2018;7;12;0;16.01
2018;7;12;1;15.75
2018;7;12;2;15.48
2018;7;12;3;15.22
2018;7;12;4;14.84
2018;7;12;5;15.82
2018;7;12;6;17.61
2018;7;12;7;20.37
2018;7;12;8;22.33
2018;7;12;9;23.6
2018;7;12;10;24.17
2018;7;12;11;24.25
2018;7;12;12;24.15
2018;7;12;13;24.35
2018;7;12;14;24.64
2018;7;12;15;24.32
2018;7;12;16;26.15
2018;7;12;17;23.99
2018;7;12;18;21.11
2018;7;12;19;18.83
2018;7;12;20;17.68
2018;7;12;21;16.77
2018;7;12;22;16.04
2018;7;12;23;15.68
2018;7;13;0;15.61
2018;7;13;1;15.54
2018;7;13;2;15.47
2018;7;13;3;15.3
2018;7;13;4;14.97
2018;7;13;5;15.93
2018;7;13;6;18.55
2018;7;13;7;20.81
2018;7;13;8;21.5
2018;7;13;9;22.6
2018;7;13;10;23.58
2018;7;13;11;24.07
2018;7;13;12;23.95
2018;7;13;13;23.65
2018;7;13;14;23.15
2018;7;13;15;22.65
2018;7;13;16;21.69
2018;7;13;17;20.44
2018;7;13;18;18.8
2018;7;13;19;16.71
2018;7;13;20;15.94
2018;7;13;21;15.76
2018;7;13;22;15.65
2018;7;13;23;15.27
2018;7;14;0;14.72
2018;7;14;1;14.24
2018;7;14;2;13.83
2018;7;14;3;13.44
2018;7;14;4;13.32
2018;7;14;5;14.8
2018;7;14;6;18.01
2018;7;14;7;19.02
2018;7;14;8;20.41
2018;7;14;9;21.59
2018;7;14;10;22.55
2018;7;14;11;23.27
2018;7;14;12;23.76
2018;7;14;13;23.94
2018;7;14;14;23.83
2018;7;14;15;23.42
2018;7;14;16;22.75
2018;7;14;17;22.48
2018;7;14;18;20.15
2018;7;14;19;18.44
2018;7;14;20;18.21
2018;7;14;21;17.88
2018;7;14;22;17.21
2018;7;14;23;16.65
2018;7;15;0;16.2
2018;7;15;1;15.8
2018;7;15;2;15.46
2018;7;15;3;15.23
2018;7;15;4;14.83
2018;7;15;5;15.92
2018;7;15;6;18.37
2018;7;15;7;20.71
2018;7;15;8;22.03
2018;7;15;9;22.94
2018;7;15;10;23.76
2018;7;15;11;23.6
2018;7;15;12;22.51
2018;7;15;13;22.64
2018;7;15;14;23.12
2018;7;15;15;22.83
2018;7;15;16;22.23
2018;7;15;17;21.13
2018;7;15;18;19.04
2018;7;15;19;16.73
2018;7;15;20;16.18
2018;7;15;21;16
2018;7;15;22;15.62
2018;7;15;23;15.32
2018;7;16;0;15
2018;7;16;1;14.73
2018;7;16;2;14.52
2018;7;16;3;14.26
2018;7;16;4;13.75
2018;7;16;5;15.19
2018;7;16;6;17.09
2018;7;16;7;20.09
2018;7;16;8;22.2
2018;7;16;9;23.49
2018;7;16;10;24.27
2018;7;16;11;24.69
2018;7;16;12;24.75
2018;7;16;13;24.41
2018;7;16;14;24.31
2018;7;16;15;23.99
2018;7;16;16;23.84
2018;7;16;17;22.83
2018;7;16;18;21.15
2018;7;16;19;20.44
2018;7;16;20;19.19
2018;7;16;21;17.61
2018;7;16;22;16.51
2018;7;16;23;15.56
2018;7;17;0;15.05
2018;7;17;1;14.7
2018;7;17;2;14.55
2018;7;17;3;14.43
2018;7;17;4;14.04
2018;7;17;5;14.76
2018;7;17;6;15.68
2018;7;17;7;16.76
2018;7;17;8;17.68
2018;7;17;9;18.44
2018;7;17;10;19.34
2018;7;17;11;19.97
2018;7;17;12;20.55
2018;7;17;13;20.83
2018;7;17;14;20.82
2018;7;17;15;20.44
2018;7;17;16;19.73
2018;7;17;17;18.82
2018;7;17;18;17.41
2018;7;17;19;15.04
2018;7;17;20;14.19
2018;7;17;21;13.69
2018;7;17;22;13.29
2018;7;17;23;12.88
2018;7;18;0;12.41
2018;7;18;1;11.92
2018;7;18;2;11.72
2018;7;18;3;11.79
2018;7;18;4;11.78
2018;7;18;5;14.35
2018;7;18;6;16.85
2018;7;18;7;18.95
2018;7;18;8;20.61
2018;7;18;9;21.61
2018;7;18;10;22.42
2018;7;18;11;23.03
2018;7;18;12;23.33
2018;7;18;13;23.4
2018;7;18;14;23.2
2018;7;18;15;22.72
2018;7;18;16;21.8
2018;7;18;17;20.53
2018;7;18;18;18.41
2018;7;18;19;16.28
2018;7;18;20;15.62
2018;7;18;21;15.18
2018;7;18;22;14.73
2018;7;18;23;14.36
2018;7;19;0;13.72
2018;7;19;1;13.05
2018;7;19;2;12.58
2018;7;19;3;12.19
2018;7;19;4;12.17
2018;7;19;5;14.49
2018;7;19;6;16.21
2018;7;19;7;18
2018;7;19;8;19.8
2018;7;19;9;20.94
2018;7;19;10;21.81
2018;7;19;11;22.48
2018;7;19;12;22.86
2018;7;19;13;22.88
2018;7;19;14;22.69
2018;7;19;15;22.19
2018;7;19;16;21.43
2018;7;19;17;20.33
2018;7;19;18;18.06
2018;7;19;19;15.14
2018;7;19;20;14.48
2018;7;19;21;14.4
2018;7;19;22;14.55
2018;7;19;23;14.26
2018;7;20;0;13.84
2018;7;20;1;13.4
2018;7;20;2;12.99
2018;7;20;3;12.71
2018;7;20;4;12.69
2018;7;20;5;14.59
2018;7;20;6;18.08
2018;7;20;7;19.76
2018;7;20;8;20.97
2018;7;20;9;21.99
2018;7;20;10;22.87
2018;7;20;11;23.64
2018;7;20;12;24.23
2018;7;20;13;24.57
2018;7;20;14;24.58
2018;7;20;15;24.26
2018;7;20;16;23.73
2018;7;20;17;23.26
2018;7;20;18;20.94
2018;7;20;19;19.8
2018;7;20;20;19.15
2018;7;20;21;18.29
2018;7;20;22;17.56
2018;7;20;23;17.03
2018;7;21;0;16.44
2018;7;21;1;15.76
2018;7;21;2;15.18
2018;7;21;3;14.64
2018;7;21;4;14.12
2018;7;21;5;16.19
2018;7;21;6;19.06
2018;7;21;7;21.94
2018;7;21;8;24.4
2018;7;21;9;25.81
2018;7;21;10;26.8
2018;7;21;11;27.46
2018;7;21;12;27.84
2018;7;21;13;27.99
2018;7;21;14;28.01
2018;7;21;15;27.5
2018;7;21;16;27.47
2018;7;21;17;25.62
2018;7;21;18;22.07
2018;7;21;19;20.36
2018;7;21;20;19.8
2018;7;21;21;18.59
2018;7;21;22;17.18
2018;7;21;23;16.19
2018;7;22;0;15.87
2018;7;22;1;15.34
2018;7;22;2;14.98
2018;7;22;3;15.47
2018;7;22;4;15.65
2018;7;22;5;16.85
2018;7;22;6;19.82
2018;7;22;7;21.26
2018;7;22;8;23.07
2018;7;22;9;24.23
2018;7;22;10;24.96
2018;7;22;11;25.35
2018;7;22;12;25.51
2018;7;22;13;25.07
2018;7;22;14;25.12
2018;7;22;15;24.9
2018;7;22;16;23.8
2018;7;22;17;22.14
2018;7;22;18;20.12
2018;7;22;19;18.38
2018;7;22;20;17.51
2018;7;22;21;17.05
2018;7;22;22;16.87
2018;7;22;23;16.46
2018;7;23;0;16.04
2018;7;23;1;15.7
2018;7;23;2;15.4
2018;7;23;3;15.28
2018;7;23;4;14.92
2018;7;23;5;15.09
2018;7;23;6;16.49
2018;7;23;7;18.4
2018;7;23;8;19.76
2018;7;23;9;20.23
2018;7;23;10;19.61
2018;7;23;11;19.09
2018;7;23;12;19.09
2018;7;23;13;18.65
2018;7;23;14;17.87
2018;7;23;15;17.16
2018;7;23;16;16.62
2018;7;23;17;16.15
2018;7;23;18;15.73
2018;7;23;19;15.32
2018;7;23;20;15.07
2018;7;23;21;14.88
2018;7;23;22;14.81
2018;7;23;23;14.76
2018;7;24;0;14.59
2018;7;24;1;14.4
2018;7;24;2;14.18
2018;7;24;3;13.56
2018;7;24;4;13.16
2018;7;24;5;14.1
2018;7;24;6;15.27
2018;7;24;7;16.94
2018;7;24;8;18.6
2018;7;24;9;20.27
2018;7;24;10;21.44
2018;7;24;11;22.15
2018;7;24;12;22.68
2018;7;24;13;22.84
2018;7;24;14;22.64
2018;7;24;15;21.98
2018;7;24;16;20.99
2018;7;24;17;19.9
2018;7;24;18;17.96
2018;7;24;19;15.44
2018;7;24;20;14.73
2018;7;24;21;14.57
2018;7;24;22;14.23
2018;7;24;23;13.77
2018;7;25;0;13.42
2018;7;25;1;13.23
2018;7;25;2;13.36
2018;7;25;3;13.36
2018;7;25;4;13.39
2018;7;25;5;15.04
2018;7;25;6;17.43
2018;7;25;7;19.51
2018;7;25;8;21.06
2018;7;25;9;22.05
2018;7;25;10;22.6
2018;7;25;11;22.95
2018;7;25;12;22.87
2018;7;25;13;22.73
2018;7;25;14;22.51
2018;7;25;15;21.77
2018;7;25;16;21.06
2018;7;25;17;20.16
2018;7;25;18;18.26
2018;7;25;19;16.8
2018;7;25;20;16.12
2018;7;25;21;15.44
2018;7;25;22;14.73
2018;7;25;23;14
2018;7;26;0;13.37
2018;7;26;1;12.87
2018;7;26;2;12.41
2018;7;26;3;12
2018;7;26;4;11.86
2018;7;26;5;14.17
2018;7;26;6;16.83
2018;7;26;7;20.63
2018;7;26;8;21.57
2018;7;26;9;22.7
2018;7;26;10;23.47
2018;7;26;11;24.01
2018;7;26;12;24.14
2018;7;26;13;24.08
2018;7;26;14;23.8
2018;7;26;15;23.3
2018;7;26;16;22.58
2018;7;26;17;21.55
2018;7;26;18;19.3
2018;7;26;19;17.41
2018;7;26;20;16.84
2018;7;26;21;16.47
2018;7;26;22;16.37
2018;7;26;23;16.47
2018;7;27;0;16.3
2018;7;27;1;16.01
2018;7;27;2;15.71
2018;7;27;3;15.48
2018;7;27;4;15.28
2018;7;27;5;16.15
2018;7;27;6;18.06
2018;7;27;7;19.99
2018;7;27;8;21.48
2018;7;27;9;22.44
2018;7;27;10;22.89
2018;7;27;11;22.71
2018;7;27;12;22.14
2018;7;27;13;21.59
2018;7;27;14;20.98
2018;7;27;15;20.21
2018;7;27;16;19.65
2018;7;27;17;19.14
2018;7;27;18;17.52
2018;7;27;19;16.63
2018;7;27;20;16.51
2018;7;27;21;16.06
2018;7;27;22;15.43
2018;7;27;23;14.86
2018;7;28;0;14.42
2018;7;28;1;14.09
2018;7;28;2;13.93
2018;7;28;3;13.83
2018;7;28;4;13.66
2018;7;28;5;14.82
2018;7;28;6;17.48
2018;7;28;7;19.27
2018;7;28;8;20.79
2018;7;28;9;22.24
2018;7;28;10;23.26
2018;7;28;11;23.79
2018;7;28;12;23.72
2018;7;28;13;23.3
2018;7;28;14;23
2018;7;28;15;22.59
2018;7;28;16;22.11
2018;7;28;17;21.3
2018;7;28;18;19.69
2018;7;28;19;18.51
2018;7;28;20;18.07
2018;7;28;21;17.37
2018;7;28;22;16.6
2018;7;28;23;15.98
2018;7;29;0;15.47
2018;7;29;1;14.83
2018;7;29;2;14.14
2018;7;29;3;13.84
2018;7;29;4;14.05
2018;7;29;5;16.19
2018;7;29;6;17.74
2018;7;29;7;19.32
2018;7;29;8;21.21
2018;7;29;9;22.88
2018;7;29;10;24
2018;7;29;11;24.78
2018;7;29;12;25.4
2018;7;29;13;25.6
2018;7;29;14;25.44
2018;7;29;15;24.93
2018;7;29;16;24.12
2018;7;29;17;22.89
2018;7;29;18;20.6
2018;7;29;19;18.59
2018;7;29;20;18.32
2018;7;29;21;18.19
2018;7;29;22;18.01
2018;7;29;23;17.6
2018;7;30;0;16.9
2018;7;30;1;16.33
2018;7;30;2;16.04
2018;7;30;3;15.93
2018;7;30;4;15.92
2018;7;30;5;17.34
2018;7;30;6;20.19
2018;7;30;7;22.15
2018;7;30;8;23.65
2018;7;30;9;24.83
2018;7;30;10;25.53
2018;7;30;11;26.08
2018;7;30;12;26.15
2018;7;30;13;25.89
2018;7;30;14;25.6
2018;7;30;15;25.15
2018;7;30;16;24.39
2018;7;30;17;23.21
2018;7;30;18;20.89
2018;7;30;19;18.65
2018;7;30;20;18.12
2018;7;30;21;17.58
2018;7;30;22;17.12
2018;7;30;23;16.9
2018;7;31;0;16.61
2018;7;31;1;16.17
2018;7;31;2;15.7
2018;7;31;3;15.28
2018;7;31;4;15.12
2018;7;31;5;17.18
2018;7;31;6;20.58
2018;7;31;7;22.38
2018;7;31;8;23.67
2018;7;31;9;24.69
2018;7;31;10;25.4
2018;7;31;11;25.94
2018;7;31;12;26.24
2018;7;31;13;26.22
2018;7;31;14;25.95
2018;7;31;15;25.38
2018;7;31;16;24.44
2018;7;31;17;23.07
2018;7;31;18;20.8
2018;7;31;19;18.9
2018;7;31;20;18.66
2018;7;31;21;18.51
2018;7;31;22;18.22
2018;7;31;23;17.8
2018;8;1;0;17.26
2018;8;1;1;16.76
2018;8;1;2;16.41
2018;8;1;3;16.15
2018;8;1;4;15.94
2018;8;1;5;17.3
2018;8;1;6;19.61
2018;8;1;7;22.08
2018;8;1;8;23.63
2018;8;1;9;24.6
2018;8;1;10;25.34
2018;8;1;11;25.9
2018;8;1;12;26.08
2018;8;1;13;25.96
2018;8;1;14;25.48
2018;8;1;15;24.62
2018;8;1;16;23.8
2018;8;1;17;22.69
2018;8;1;18;20.77
2018;8;1;19;19.07
2018;8;1;20;18.44
2018;8;1;21;18.11
2018;8;1;22;17.86
2018;8;1;23;17.65
2018;8;2;0;17.41
2018;8;2;1;17.12
2018;8;2;2;16.85
2018;8;2;3;16.69
2018;8;2;4;16.65
2018;8;2;5;17.87
2018;8;2;6;19.13
2018;8;2;7;20.51
2018;8;2;8;22.01
2018;8;2;9;23.49
2018;8;2;10;24.42
2018;8;2;11;24.78
2018;8;2;12;24.24
2018;8;2;13;23.39
2018;8;2;14;22.48
2018;8;2;15;21.68
2018;8;2;16;21.05
2018;8;2;17;20.43
2018;8;2;18;19.68
2018;8;2;19;18.95
2018;8;2;20;18.61
2018;8;2;21;18.32
2018;8;2;22;18.1
2018;8;2;23;17.92
2018;8;3;0;17.66
2018;8;3;1;17.41
2018;8;3;2;17.15
2018;8;3;3;16.86
2018;8;3;4;16.64
2018;8;3;5;17.4
2018;8;3;6;18.07
2018;8;3;7;19
2018;8;3;8;20.52
2018;8;3;9;22.11
2018;8;3;10;22.9
2018;8;3;11;23.52
2018;8;3;12;23.88
2018;8;3;13;24.08
2018;8;3;14;24.02
2018;8;3;15;23.72
2018;8;3;16;22.87
2018;8;3;17;21.7
2018;8;3;18;19.76
2018;8;3;19;17.89
2018;8;3;20;17.2
2018;8;3;21;16.63
2018;8;3;22;16.33
2018;8;3;23;16.24
2018;8;4;0;16.31
2018;8;4;1;16.31
2018;8;4;2;16.17
2018;8;4;3;15.91
2018;8;4;4;15.54
2018;8;4;5;16.6
2018;8;4;6;18.69
2018;8;4;7;20.67
2018;8;4;8;22.4
2018;8;4;9;23.72
2018;8;4;10;24.82
2018;8;4;11;25.69
2018;8;4;12;26.18
2018;8;4;13;26.38
2018;8;4;14;26.05
2018;8;4;15;25.51
2018;8;4;16;24.58
2018;8;4;17;23.23
2018;8;4;18;20.47
2018;8;4;19;18.18
2018;8;4;20;17.4
2018;8;4;21;17.18
2018;8;4;22;17.28
2018;8;4;23;17.35
2018;8;5;0;17.29
2018;8;5;1;17.17
2018;8;5;2;17.08
2018;8;5;3;17.01
2018;8;5;4;16.64
2018;8;5;5;17.1
2018;8;5;6;18.96
2018;8;5;7;21.53
2018;8;5;8;23.33
2018;8;5;9;24.73
2018;8;5;10;25.81
2018;8;5;11;26.62
2018;8;5;12;27.11
2018;8;5;13;27.23
2018;8;5;14;26.97
2018;8;5;15;26.53
2018;8;5;16;25.64
2018;8;5;17;24.31
2018;8;5;18;21.33
2018;8;5;19;19.48
2018;8;5;20;19.01
2018;8;5;21;18.69
2018;8;5;22;18.4
2018;8;5;23;18.18
2018;8;6;0;17.95
2018;8;6;1;17.69
2018;8;6;2;17.35
2018;8;6;3;16.98
2018;8;6;4;16.65
2018;8;6;5;17.49
2018;8;6;6;19.48
2018;8;6;7;21.51
2018;8;6;8;23.87
2018;8;6;9;25.25
2018;8;6;10;26.34
2018;8;6;11;26.98
2018;8;6;12;27.32
2018;8;6;13;27.26
2018;8;6;14;26.98
2018;8;6;15;26.37
2018;8;6;16;25.56
2018;8;6;17;24.01
2018;8;6;18;21.4
2018;8;6;19;19.63
2018;8;6;20;19.14
2018;8;6;21;18.82
2018;8;6;22;18.41
2018;8;6;23;17.89
2018;8;7;0;17.35
2018;8;7;1;16.8
2018;8;7;2;16.26
2018;8;7;3;15.79
2018;8;7;4;15.26
2018;8;7;5;16.18
2018;8;7;6;19.33
2018;8;7;7;22.19
2018;8;7;8;24.09
2018;8;7;9;25.54
2018;8;7;10;26.67
2018;8;7;11;27.54
2018;8;7;12;28.12
2018;8;7;13;28.36
2018;8;7;14;28.38
2018;8;7;15;28.01
2018;8;7;16;26.98
2018;8;7;17;25.83
2018;8;7;18;21.91
2018;8;7;19;20.12
2018;8;7;20;19.45
2018;8;7;21;18.74
2018;8;7;22;17.87
2018;8;7;23;17.07
2018;8;8;0;16.36
2018;8;8;1;15.79
2018;8;8;2;15.39
2018;8;8;3;15.15
2018;8;8;4;14.94
2018;8;8;5;16.43
2018;8;8;6;19.89
2018;8;8;7;23.05
2018;8;8;8;26.38
2018;8;8;9;28.01
2018;8;8;10;29.08
2018;8;8;11;29.68
2018;8;8;12;30.38
2018;8;8;13;30.36
2018;8;8;14;30.08
2018;8;8;15;29.32
2018;8;8;16;28.13
2018;8;8;17;26.38
2018;8;8;18;23.14
2018;8;8;19;21.76
2018;8;8;20;21.34
2018;8;8;21;20.74
2018;8;8;22;20.29
2018;8;8;23;19.8
2018;8;9;0;19.29
2018;8;9;1;18.83
2018;8;9;2;18.57
2018;8;9;3;18.37
2018;8;9;4;18.02
2018;8;9;5;18.42
2018;8;9;6;21.23
2018;8;9;7;24.14
2018;8;9;8;27.25
2018;8;9;9;28.73
2018;8;9;10;29.8
2018;8;9;11;30.65
2018;8;9;12;31.11
2018;8;9;13;30.98
2018;8;9;14;30.62
2018;8;9;15;29.62
2018;8;9;16;29.24
2018;8;9;17;27.05
2018;8;9;18;24.05
